"","station_name","date","daily_entries","daily_exits","daily_total","percent_entries"
"24753","174 ST","03/07/2020",2725,2651,5376,50.688244047619
"24754","174-175 STS","03/07/2020",2803,1706,4509,62.1645597693502
"24755","175 ST","03/07/2020",7532,4527,12059,62.4595737623352
"24756","176 ST","03/07/2020",3380,2380,5760,58.6805555555556
"24757","18 AV","03/07/2020",7571,4388,11959,63.3079688937202
"24758","18 ST","03/07/2020",3836,3042,6878,55.7720267519628
"24759","181 ST","03/07/2020",14006,16230,30236,46.3222648498479
"24760","182-183 STS","03/07/2020",2119,1182,3301,64.1926688882157
"24761","183 ST","03/07/2020",3571,2345,5916,60.3617308992563
"24762","190 ST","03/07/2020",1726,517,2243,76.9505127061971
"24763","191 ST","03/07/2020",833,1282,2115,39.3853427895981
"24764","2 AV","03/07/2020",13301,12710,26011,51.1360578216908
"24765","20 AV","03/07/2020",4805,2842,7647,62.8350987315287
"24766","207 ST","03/07/2020",3587,3011,6598,54.3649590785086
"24767","21 ST","03/07/2020",1054,1213,2267,46.4931627701809
"24768","21 ST-QNSBRIDGE","03/07/2020",3617,3971,7588,47.6673695308382
"24769","215 ST","03/07/2020",939,458,1397,67.2154617036507
"24770","219 ST","03/07/2020",1848,1282,3130,59.0415335463259
"24771","225 ST","03/07/2020",1609,1153,2762,58.2548877624909
"24772","23 ST","03/07/2020",54649,45937,100586,54.3306225518462
"24773","231 ST","03/07/2020",4606,759,5365,85.8527493010252
"24774","233 ST","03/07/2020",2815,1017,3832,73.4603340292276
"24775","238 ST","03/07/2020",1910,250,2160,88.4259259259259
"24776","25 AV","03/07/2020",2413,671,3084,78.242542153048
"24777","25 ST","03/07/2020",2140,2058,4198,50.976655550262
"24778","28 ST","03/07/2020",22429,23071,45500,49.2945054945055
"24779","3 AV","03/07/2020",2811,2748,5559,50.5666486778197
"24780","3 AV 138 ST","03/07/2020",3682,2325,6007,61.2951556517396
"24781","3 AV-149 ST","03/07/2020",11315,5796,17111,66.1270527730699
"24782","30 AV","03/07/2020",8673,7493,16166,53.6496350364963
"24783","33 ST","03/07/2020",11181,9450,20631,54.1951432310601
"24784","33 ST-RAWSON ST","03/07/2020",3119,3012,6131,50.8726145816343
"24785","34 ST-HERALD SQ","03/07/2020",57073,60995,118068,48.3390927262256
"24786","34 ST-HUDSON YD","03/07/2020",10607,28745,39352,26.9541573490547
"24787","34 ST-PENN STA","03/07/2020",69317,71650,140967,49.1725013655678
"24788","36 AV","03/07/2020",4028,4343,8371,48.1185043602915
"24789","36 ST","03/07/2020",10189,8070,18259,55.8026178870694
"24790","39 AV","03/07/2020",1852,1932,3784,48.9429175475687
"24791","4 AV-9 ST","03/07/2020",2348,3380,5728,40.9916201117318
"24792","40 ST LOWERY ST","03/07/2020",5555,5230,10785,51.50672229949
"24793","42 ST-BRYANT PK","03/07/2020",14673,17188,31861,46.0531684504567
"24794","42 ST-PORT AUTH","03/07/2020",48748,44950,93698,52.0267241563321
"24795","45 ST","03/07/2020",4613,2988,7601,60.6893829759242
"24796","46 ST","03/07/2020",4668,4253,8921,52.3259724246161
"24797","46 ST BLISS ST","03/07/2020",8442,7295,15737,53.6442778166105
"24798","47-50 STS ROCK","03/07/2020",17051,18245,35296,48.3085902085222
"24799","49 ST","03/07/2020",13501,11598,25099,53.7909876887525
"24800","4AV-9 ST","03/07/2020",5184,4235,9419,55.0376897759847
"24801","5 AV/53 ST","03/07/2020",6292,7415,13707,45.9035529291603
"24802","5 AV/59 ST","03/07/2020",7791,6468,14259,54.639175257732
"24803","5 AVE","03/07/2020",4913,4248,9161,53.6295164283375
"24804","50 ST","03/07/2020",26232,22727,48959,53.5795257256071
"24805","51 ST","03/07/2020",7146,7811,14957,47.7769606204453
"24806","52 ST","03/07/2020",3988,4192,8180,48.7530562347188
"24807","53 ST","03/07/2020",5482,5728,11210,48.9027653880464
"24808","55 ST","03/07/2020",699,349,1048,66.6984732824427
"24809","57 ST","03/07/2020",8159,8075,16234,50.2587162744856
"24810","57 ST-7 AV","03/07/2020",18845,13242,32087,58.7309502290647
"24811","59 ST","03/07/2020",30973,27776,58749,52.7208973769766
"24812","59 ST COLUMBUS","03/07/2020",36239,32752,68991,52.5271412213187
"24813","6 AV","03/07/2020",1587,1246,2833,56.0183551006001
"24814","61 ST WOODSIDE","03/07/2020",9492,9955,19447,48.809585025968
"24815","63 DR-REGO PARK","03/07/2020",6662,5730,12392,53.760490639122
"24816","65 ST","03/07/2020",1919,1691,3610,53.1578947368421
"24817","66 ST-LINCOLN","03/07/2020",12467,13256,25723,48.4663530692376
"24818","67 AV","03/07/2020",3294,2014,5308,62.0572720422005
"24819","68ST-HUNTER CO","03/07/2020",8871,7570,16441,53.9565719846725
"24820","69 ST","03/07/2020",3660,4383,8043,45.5054084296904
"24821","7 AV","03/07/2020",20303,18687,38990,52.0723262374968
"24822","71 ST","03/07/2020",3082,1014,4096,75.244140625
"24823","72 ST","03/07/2020",28245,29119,57364,49.2381981730702
"24824","72 ST-2 AVE","03/07/2020",15628,12164,27792,56.2320092112838
"24825","74 ST-BROADWAY","03/07/2020",2643,3904,6547,40.3696349473041
"24826","75 AV","03/07/2020",1419,468,1887,75.1987281399046
"24827","75 ST-ELDERTS","03/07/2020",1930,1277,3207,60.1808543810415
"24828","77 ST","03/07/2020",14646,13357,28003,52.3015391208085
"24829","79 ST","03/07/2020",11523,6279,17802,64.7286821705426
"24830","8 AV","03/07/2020",20863,17304,38167,54.6624046951555
"24831","8 ST-NYU","03/07/2020",11163,9107,20270,55.0715342871238
"24832","80 ST","03/07/2020",1956,1202,3158,61.9379354021533
"24833","81 ST-MUSEUM","03/07/2020",7557,6213,13770,54.880174291939
"24834","82 ST-JACKSON H","03/07/2020",11090,14522,25612,43.3000156176792
"24835","85 ST-FOREST PK","03/07/2020",2192,1164,3356,65.315852205006
"24836","86 ST","03/07/2020",44132,48225,92357,47.7841419708306
"24837","86 ST-2 AVE","03/07/2020",17077,12468,29545,57.7999661533254
"24838","88 ST","03/07/2020",1152,629,1781,64.6827624929815
"24839","9 AV","03/07/2020",3396,3584,6980,48.6532951289398
"24840","90 ST-ELMHURST","03/07/2020",11551,5602,17153,67.3409899143007
"24841","96 ST","03/07/2020",32506,28301,60807,53.4576611245416
"24842","96 ST-2 AVE","03/07/2020",10792,8310,19102,56.4967019160297
"24843","9TH STREET","03/07/2020",4313,5631,9944,43.3728881737731
"24844","ALABAMA AV","03/07/2020",1504,1825,3329,45.1787323520577
"24845","ALLERTON AV","03/07/2020",3242,1671,4913,65.9881945857928
"24846","AQUEDUCT N.COND","03/07/2020",360,1236,1596,22.5563909774436
"24847","AQUEDUCT RACETR","03/07/2020",1398,187,1585,88.2018927444795
"24848","ASTOR PL","03/07/2020",11064,14012,25076,44.1218695166693
"24849","ASTORIA BLVD","03/07/2020",4779,4650,9429,50.6840598154629
"24850","ASTORIA DITMARS","03/07/2020",9396,8925,18321,51.2854101850336
"24851","ATL AV-BARCLAY","03/07/2020",27379,28480,55859,49.0144828944306
"24852","ATLANTIC AV","03/07/2020",734,406,1140,64.3859649122807
"24853","AVENUE H","03/07/2020",1441,1342,2783,51.7786561264822
"24854","AVENUE I","03/07/2020",565,303,868,65.0921658986175
"24855","AVENUE J","03/07/2020",2601,1379,3980,65.3517587939699
"24856","AVENUE M","03/07/2020",2060,853,2913,70.7174733951253
"24857","AVENUE N","03/07/2020",1367,516,1883,72.5969198088157
"24858","AVENUE P","03/07/2020",1269,557,1826,69.4961664841183
"24859","AVENUE U","03/07/2020",7053,3926,10979,64.2408233901084
"24860","AVENUE X","03/07/2020",1318,758,2076,63.4874759152216
"24861","B'WAY-LAFAYETTE","03/07/2020",15365,22717,38082,40.3471456331075
"24862","BAY 50 ST","03/07/2020",1465,221,1686,86.8920521945433
"24863","BAY PKWY","03/07/2020",8244,7376,15620,52.7784891165173
"24864","BAY RIDGE AV","03/07/2020",4334,2930,7264,59.6640969162996
"24865","BAY RIDGE-95 ST","03/07/2020",2535,1905,4440,57.0945945945946
"24866","BAYCHESTER AV","03/07/2020",1203,265,1468,81.9482288828338
"24867","BEACH 105 ST","03/07/2020",99,145,244,40.5737704918033
"24868","BEACH 25 ST","03/07/2020",806,1046,1852,43.5205183585313
"24869","BEACH 36 ST","03/07/2020",522,610,1132,46.113074204947
"24870","BEACH 44 ST","03/07/2020",381,486,867,43.9446366782007
"24871","BEACH 60 ST","03/07/2020",1079,855,1934,55.7911065149948
"24872","BEACH 67 ST","03/07/2020",1133,1017,2150,52.6976744186047
"24873","BEACH 90 ST","03/07/2020",405,428,833,48.6194477791116
"24874","BEACH 98 ST","03/07/2020",227,215,442,51.3574660633484
"24875","BEDFORD AV","03/07/2020",15109,9850,24959,60.5352778556833
"24876","BEDFORD PK BLVD","03/07/2020",5854,4604,10458,55.976286096768
"24877","BEDFORD-NOSTRAN","03/07/2020",6474,3845,10319,62.7386374648706
"24878","BERGEN ST","03/07/2020",11572,10355,21927,52.7751174351256
"24879","BEVERLEY ROAD","03/07/2020",1943,1938,3881,50.064416387529
"24880","BEVERLY RD","03/07/2020",2318,646,2964,78.2051282051282
"24881","BLEECKER ST","03/07/2020",10704,5732,16436,65.1253346312972
"24882","BOROUGH HALL","03/07/2020",13067,10144,23211,56.2965835164362
"24883","BOTANIC GARDEN","03/07/2020",663,1481,2144,30.9235074626866
"24884","BOWERY","03/07/2020",3149,3138,6287,50.0874821059329
"24885","BOWLING GREEN","03/07/2020",8544,9273,17817,47.9542010439468
"24886","BRIARWOOD","03/07/2020",2457,1481,3938,62.3920771965465
"24887","BRIGHTON BEACH","03/07/2020",6252,5598,11850,52.7594936708861
"24888","BROAD CHANNEL","03/07/2020",91,82,173,52.6011560693642
"24889","BROAD ST","03/07/2020",359,76,435,82.5287356321839
"24890","BROADWAY","03/07/2020",11651,10954,22605,51.5416943154169
"24891","BROADWAY JCT","03/07/2020",5348,4924,10272,52.0638629283489
"24892","BRONX PARK EAST","03/07/2020",1308,659,1967,66.4972038637519
"24893","BROOK AV","03/07/2020",3572,4063,7635,46.784544859201
"24894","BROOKLYN BRIDGE","03/07/2020",7490,5659,13149,56.9625066544984
"24895","BUHRE AV","03/07/2020",1674,2107,3781,44.2740015868818
"24896","BURKE AV","03/07/2020",1795,1077,2872,62.5
"24897","BURNSIDE AV","03/07/2020",5909,3748,9657,61.1887749818784
"24898","BUSHWICK AV","03/07/2020",1256,946,2202,57.039055404178
"24899","CANAL ST","03/07/2020",37106,32325,69431,53.4429865621984
"24900","CANARSIE-ROCKAW","03/07/2020",4926,1626,6552,75.1831501831502
"24901","CARROLL ST","03/07/2020",5970,3080,9050,65.9668508287293
"24902","CASTLE HILL AV","03/07/2020",3425,4181,7606,45.0302392847752
"24903","CATHEDRAL PKWY","03/07/2020",11906,7444,19350,61.5297157622739
"24904","CENTRAL AV","03/07/2020",4066,4116,8182,49.694451234417
"24905","CENTRAL PK N110","03/07/2020",5107,5571,10678,47.827308484735
"24906","CHAMBERS ST","03/07/2020",17726,20571,38297,46.2856098388908
"24907","CHAUNCEY ST","03/07/2020",2874,1406,4280,67.1495327102804
"24908","CHRISTOPHER ST","03/07/2020",11456,11460,22916,49.991272473381
"24909","CHURCH AV","03/07/2020",19446,14870,34316,56.6674437580138
"24910","CITY / BUS","03/07/2020",8042,8645,16687,48.1932042907653
"24911","CITY HALL","03/07/2020",1988,1047,3035,65.502471169687
"24912","CLARK ST","03/07/2020",4247,2633,6880,61.7296511627907
"24913","CLASSON AV","03/07/2020",3772,3482,7254,51.9988971601875
"24914","CLEVELAND ST","03/07/2020",1769,2147,3916,45.173646578141
"24915","CLINTON-WASH AV","03/07/2020",3560,1824,5384,66.1218424962853
"24916","CONEY IS-STILLW","03/07/2020",6452,6071,12523,51.5212009901781
"24917","CORTELYOU RD","03/07/2020",3744,1170,4914,76.1904761904762
"24918","CORTLANDT ST","03/07/2020",6165,5442,11607,53.1144998707676
"24919","COURT SQ","03/07/2020",6892,7381,14273,48.2869754081132
"24920","COURT SQ-23 ST","03/07/2020",2857,1071,3928,72.7342158859471
"24921","CRESCENT ST","03/07/2020",3014,3585,6599,45.6735869071071
"24922","CROWN HTS-UTICA","03/07/2020",15806,13768,29574,53.4455941029283
"24923","CYPRESS AV","03/07/2020",1815,1678,3493,51.9610649871171
"24924","CYPRESS HILLS","03/07/2020",768,563,1331,57.7009767092412
"24925","DEKALB AV","03/07/2020",14885,5034,19919,74.7276469702294
"24926","DELANCEY/ESSEX","03/07/2020",22145,19984,42129,52.5647416269078
"24927","DITMAS AV","03/07/2020",1790,1222,3012,59.4289508632138
"24928","DYCKMAN ST","03/07/2020",8636,2870,11506,75.0564922649053
"24929","E 143/ST MARY'S","03/07/2020",461,757,1218,37.8489326765189
"24930","E 149 ST","03/07/2020",3115,3505,6620,47.0543806646526
"24931","E 180 ST","03/07/2020",4440,5044,9484,46.8156895824547
"24932","EAST 105 ST","03/07/2020",1529,1757,3286,46.5307364576993
"24933","EAST BROADWAY","03/07/2020",8705,6114,14819,58.7421553411161
"24934","EASTCHSTER/DYRE","03/07/2020",1340,1966,3306,40.5323653962492
"24935","EASTN PKWY-MUSM","03/07/2020",4300,5268,9568,44.9414715719064
"24936","ELDER AV","03/07/2020",5601,5674,11275,49.6762749445676
"24937","ELMHURST AV","03/07/2020",5452,2192,7644,71.323914181057
"24938","EUCLID AV","03/07/2020",5679,2245,7924,71.668349318526
"24939","EXCHANGE PLACE","03/07/2020",2572,1854,4426,58.1111613194758
"24940","FAR ROCKAWAY","03/07/2020",2311,2632,4943,46.752984017803
"24941","FLATBUSH AV-B.C","03/07/2020",9060,6812,15872,57.0816532258064
"24942","FLUSHING AV","03/07/2020",7416,5654,13070,56.7406273909717
"24943","FLUSHING-MAIN","03/07/2020",1046,2396,3442,30.3893085415456
"24944","FORDHAM RD","03/07/2020",14201,6314,20515,69.2225201072386
"24945","FOREST AVE","03/07/2020",2903,2577,5480,52.9744525547445
"24946","FOREST HILLS 71","03/07/2020",13358,8503,21861,61.1042495768721
"24947","FRANKLIN AV","03/07/2020",10412,9393,19805,52.5725826811411
"24948","FRANKLIN ST","03/07/2020",2154,1446,3600,59.8333333333333
"24949","FREEMAN ST","03/07/2020",2954,3102,6056,48.778071334214
"24950","FRESH POND RD","03/07/2020",3465,4113,7578,45.7244655581948
"24951","FT HAMILTON PKY","03/07/2020",8262,4722,12984,63.6321626617375
"24952","FULTON ST","03/07/2020",33390,34314,67704,49.317617866005
"24953","GATES AV","03/07/2020",5080,2238,7318,69.4178737359934
"24954","GRAHAM AV","03/07/2020",4055,2855,6910,58.6830680173661
"24955","GRAND ARMY PLAZ","03/07/2020",4524,2157,6681,67.7144140098788
"24956","GRAND ST","03/07/2020",16927,14034,30961,54.6720067181293
"24957","GRAND-NEWTOWN","03/07/2020",8356,5135,13491,61.9375880216441
"24958","GRANT AV","03/07/2020",2691,2753,5444,49.4305657604702
"24959","GRD CNTRL-42 ST","03/07/2020",44008,45080,89088,49.3983477011494
"24960","GREENPOINT AV","03/07/2020",6237,6062,12299,50.7114399544678
"24961","GROVE STREET","03/07/2020",9288,9836,19124,48.5672453461619
"24962","GUN HILL RD","03/07/2020",5306,6045,11351,46.7447801955775
"24963","HALSEY ST","03/07/2020",8534,5057,13591,62.7915532337576
"24964","HARLEM 148 ST","03/07/2020",2262,2577,4839,46.7451952882827
"24965","HARRISON","03/07/2020",2126,2823,4949,42.9581733683572
"24966","HEWES ST","03/07/2020",2959,2899,5858,50.512120177535
"24967","HIGH ST","03/07/2020",3501,4785,8286,42.2519913106445
"24968","HOUSTON ST","03/07/2020",5212,4233,9445,55.1826363155108
"24969","HOWARD BCH JFK","03/07/2020",2317,1520,3837,60.3857180088611
"24970","HOYT ST","03/07/2020",5859,5002,10861,53.9453089034159
"24971","HOYT-SCHER","03/07/2020",5307,8363,13670,38.8222384784199
"24972","HUNTERS PT AV","03/07/2020",1277,1294,2571,49.6693893426682
"24973","HUNTS POINT AV","03/07/2020",5009,4472,9481,52.8319797489716
"24974","INTERVALE AV","03/07/2020",1577,1504,3081,51.1846802986043
"24975","INWOOD-207 ST","03/07/2020",6187,3692,9879,62.6277963356615
"24976","JACKSON AV","03/07/2020",2431,577,3008,80.8178191489362
"24977","JAMAICA 179 ST","03/07/2020",8281,4274,12555,65.957785742732
"24978","JAMAICA CENTER","03/07/2020",14854,13670,28524,52.0754452390969
"24979","JAMAICA VAN WK","03/07/2020",2246,2572,4818,46.6168534661685
"24980","JAY ST-METROTEC","03/07/2020",20934,15545,36479,57.3864415142959
"24981","JEFFERSON ST","03/07/2020",4720,1254,5974,79.0090391697355
"24982","JFK JAMAICA CT1","03/07/2020",12813,5756,18569,69.0021002746513
"24983","JKSN HT-ROOSVLT","03/07/2020",31714,29435,61149,51.863481005413
"24984","JOURNAL SQUARE","03/07/2020",11701,9240,20941,55.8760326631966
"24985","JUNCTION BLVD","03/07/2020",14233,11949,26182,54.3617752654495
"24986","JUNIUS ST","03/07/2020",1564,2326,3890,40.2056555269923
"24987","KEW GARDENS","03/07/2020",11504,11970,23474,49.0074124563347
"24988","KINGS HWY","03/07/2020",12757,12108,24865,51.305047255178
"24989","KINGSBRIDGE RD","03/07/2020",9824,7674,17498,56.1435592639159
"24990","KINGSTON AV","03/07/2020",2713,2583,5296,51.2273413897281
"24991","KINGSTON-THROOP","03/07/2020",126,330,456,27.6315789473684
"24992","KNICKERBOCKER","03/07/2020",4525,4552,9077,49.8512724468437
"24993","KOSCIUSZKO ST","03/07/2020",4020,1830,5850,68.7179487179487
"24994","LACKAWANNA","03/07/2020",1958,1861,3819,51.2699659596753
"24995","LAFAYETTE AV","03/07/2020",240,264,504,47.6190476190476
"24996","LEXINGTON AV/53","03/07/2020",11633,12871,24504,47.4738818152138
"24997","LEXINGTON AV/63","03/07/2020",8822,7392,16214,54.4097693351425
"24998","LIBERTY AV","03/07/2020",1006,631,1637,61.4538790470373
"24999","LIVONIA AV","03/07/2020",1652,1592,3244,50.924784217016
"25000","LONGWOOD AV","03/07/2020",703,1163,1866,37.6741693461951
"25001","LORIMER ST","03/07/2020",7312,4335,11647,62.7801150510861
"25002","MARBLE HILL-225","03/07/2020",2711,660,3371,80.4212399881341
"25003","MARCY AV","03/07/2020",10460,9759,20219,51.7335179781394
"25004","METROPOLITAN AV","03/07/2020",9548,8908,18456,51.7338534893801
"25005","METS-WILLETS PT","03/07/2020",213,275,488,43.6475409836066
"25006","MIDDLETOWN RD","03/07/2020",835,943,1778,46.962879640045
"25007","MONTROSE AV","03/07/2020",3335,2351,5686,58.6528315160042
"25008","MORGAN AV","03/07/2020",4075,2150,6225,65.4618473895582
"25009","MORISN AV/SNDVW","03/07/2020",1353,2770,4123,32.8159107446034
"25010","MORRIS PARK","03/07/2020",554,750,1304,42.4846625766871
"25011","MOSHOLU PKWY","03/07/2020",4360,1630,5990,72.787979966611
"25012","MT EDEN AV","03/07/2020",2937,2243,5180,56.6988416988417
"25013","MYRTLE AV","03/07/2020",8687,6351,15038,57.7669902912621
"25014","MYRTLE-WILLOUGH","03/07/2020",3464,2274,5738,60.3694667131405
